Dimension                      Median
n = 90, m = 90                 15
Facility           Client          Transportation Cost      Preference
0                  0               814.6078518951497        5.953559603739192
0                  1               610.0235812550835        4.607581921405341
0                  2               696.8106976158608        7.575144776176548
0                  3               886.1339798802187        5.989133910419476
0                  4               830.1336985224951        3.2432113588544564
0                  5               403.40831801853835        4.5822039158213475
0                  6               692.5132626288384        5.798014742142716
0                  7               527.2964187553454        7.141914172047112
0                  8               534.5171722309664        6.974192671978251
0                  9               611.5897752907558        5.397909715663548
0                  10               571.6065356741317        3.931410118484442
0                  11               768.1410260444462        2.8795231480186207
0                  12               664.155658772049        4.60618417884786
0                  13               568.2512524739243        4.90973506169318
0                  14               616.5794849118139        6.672977915869333
0                  15               600.05114910614        5.697368190732311
0                  16               774.1118609736409        7.504854258100417
0                  17               519.2262604351299        7.320616206518952
0                  18               596.9601552476352        6.149475990077296
0                  19               421.88563910474124        6.663234414458449
0                  20               167.0515276248882        7.304799723418391
0                  21               648.042789316054        4.761839290991049
0                  22               679.6654298289259        10.0
0                  23               438.67524693903374        6.403683896811078
0                  24               890.4631935981411        5.84159649243005
0                  25               331.84514881018526        6.290368900285706
0                  26               556.8637775952169        5.272531701743036
0                  27               521.9224224961249        5.111672848513944
0                  28               779.9168821537686        4.713198799822615
0                  29               770.4038154850427        5.907569222960841
0                  30               573.2421138545375        4.168769505995171
0                  31               606.724377940326        4.155303986607375
0                  32               416.8321378554831        5.204700036769161
0                  33               252.88052976641097        5.636796426637044
0                  34               497.8131776010771        4.169044644069528
0                  35               573.452345365597        2.697726723315086
0                  36               734.5436021091581        5.385852776188281
0                  37               730.3569773176616        4.329104716681263
0                  38               491.9009773888072        6.220366395063714
0                  39               504.6545874136997        5.548054755200686
0                  40               392.71705523993614        4.439939191731071
0                  41               336.99730942315375        4.805267537041301
0                  42               294.0594714062481        3.7396843809325473
0                  43               842.6163092847685        6.3167859169215665
0                  44               473.55217273725196        3.5474350391718543
0                  45               484.28885475832203        6.054964422456621
0                  46               362.0806959925111        5.372496841442206
0                  47               666.6235533747865        4.414446604629381
0                  48               307.9153228663073        4.380311100754359
0                  49               518.0889579679047        5.8764335573703725
0                  50               415.68001582094865        2.3129642123924024
0                  51               608.0353746788893        8.00855538818135
0                  52               473.3792293646691        4.424518155052636
0                  53               372.9051723816382        4.6977593480532045
0                  54               545.7726657492018        6.036393418643176
0                  55               614.2497805795626        5.140691719699929
0                  56               559.9775833574752        8.488488785638076
0                  57               595.3707846609672        5.797307163691981
0                  58               454.85168594785546        3.3054591555830246
0                  59               495.5888251019293        4.742006361184157
0                  60               449.13093283360735        6.79757780501125
0                  61               496.0670257689188        3.540130629425015
0                  62               428.0280576933319        4.520776774092101
0                  63               291.0576096502485        8.052100428321534
0                  64               576.6139213380629        5.830297602953223
0                  65               489.7328595687607        3.073594659292677
0                  66               305.4702479550933        4.621275543375847
0                  67               619.4173383288661        6.019262154971914
0                  68               413.9052453425137        8.188776397019183
0                  69               557.7918093694209        4.201201398937478
0                  70               659.3635843266305        5.529135266682535
0                  71               569.3474366136116        5.129081556191842
0                  72               720.9101026814951        4.025476357760342
0                  73               364.7761269469521        3.6309744612070305
0                  74               610.3512461766323        3.398217179890521
0                  75               447.27848635895305        1.9894204224741738
0                  76               419.3804276227178        4.316124923676501
0                  77               463.1725502853377        5.218183198001357
0                  78               503.2671201808941        5.463838030387992
0                  79               558.4248013344618        3.6438456534207058
0                  80               375.22752388249654        6.166739605196223
0                  81               685.1239730431281        7.669743513282348
0                  82               619.849365959569        4.557889264774872
0                  83               319.56344705841644        5.600145600795034
0                  84               773.23782906934        6.5288736190809935
0                  85               834.3833764045875        8.279060453420364
0                  86               726.8169356739476        7.872536838033469
0                  87               523.0112746281474        5.641581763107211
0                  88               389.3871067734186        4.499806703304458
0                  89               708.1677590396705        6.49906727912371
1                  0               489.52345795402306        6.298058149554007
1                  1               733.3667605573642        3.9237883013647785
1                  2               581.241246711529        4.706622183122591
1                  3               696.495855472557        2.531509312417679
