Dimension                      Median
n = 40, m = 100                 5
Facility           Client          Transportation Cost      Preference
0                  0               628.5881536856124        4.857141367685251
0                  1               850.463948146982        6.591991911404979
0                  2               832.5680373160081        8.491839169750241
0                  3               572.4846916015483        4.18271462000322
0                  4               587.7141128607977        4.406104861993707
0                  5               669.7111606772576        4.800868594428666
0                  6               495.0528149962721        5.938269084950391
0                  7               318.8060439119346        6.50418421730157
0                  8               908.3890731534251        4.231667995326633
0                  9               877.1021929695206        3.7844393186350938
0                  10               460.7052733526453        5.298149748091929
0                  11               409.398203055963        7.1088490588474365
0                  12               639.7845938121823        4.8219324045412835
0                  13               154.85196421436706        6.063581325135139
0                  14               508.23968995122823        5.476363217864949
0                  15               551.1393928587056        4.880182529084145
0                  16               693.8678717979814        4.6933638352170055
0                  17               696.3338141399365        5.2235897614043605
0                  18               610.7887056909599        2.9989501128133886
0                  19               481.8309445724987        4.49275033955125
0                  20               854.0355608489008        1.844182786105744
0                  21               537.7041851982455        4.5398557392525465
0                  22               544.4370584246236        8.206158062357213
0                  23               609.7102658038889        6.356432972439738
0                  24               674.9187971293304        5.469753758082927
0                  25               499.576272517419        6.27367004204696
0                  26               383.63584740040324        5.717951411166013
0                  27               536.1211991085586        3.374471816252044
0                  28               784.1452747757039        7.867612605212095
0                  29               720.698946949308        4.3670291932933925
0                  30               517.2568282201368        4.651046607438965
0                  31               715.9141769488107        5.45330596195973
0                  32               266.65783757016635        4.516638794474603
0                  33               568.830917248369        4.901815278216896
0                  34               594.7602060721108        2.827932980426251
0                  35               462.4042705023146        6.928572279464572
0                  36               323.4697501868027        5.329939382359365
0                  37               596.7549887303386        5.889370640876167
0                  38               659.7949903289735        7.162329318759794
0                  39               667.6042513513328        4.884971907554487
0                  40               223.7151744950596        3.9523559834969832
0                  41               839.3492651639831        2.4653517833877956
0                  42               562.8810789751719        6.767001165580594
0                  43               947.4911168299662        4.842102352224213
0                  44               729.2442650358803        4.295351687585768
0                  45               656.6339756565378        7.004410097256451
0                  46               592.6137105795734        6.413257658225009
