Dimension                      Median
n = 100, m = 100                 15
Facility           Client          Transportation Cost      Preference
0                  0               814.6078518951497        5.196824459296506
0                  1               610.0235812550835        4.250153498989781
0                  2               696.8106976158608        8.100400371161502
0                  3               886.1339798802187        5.7859735061158135
0                  4               830.1336985224951        5.233284409527106
0                  5               403.40831801853835        3.8724623214761213
0                  6               692.5132626288384        6.95839349926187
0                  7               527.2964187553454        7.647207526067489
0                  8               534.5171722309664        5.13239043511121
0                  9               611.5897752907558        4.565119284831944
0                  10               571.6065356741317        4.906001700991544
0                  11               768.1410260444462        3.462216396577375
0                  12               664.155658772049        7.483903791500453
0                  13               568.2512524739243        5.505165907651328
0                  14               616.5794849118139        5.499704844837174
0                  15               600.05114910614        7.800555933115669
0                  16               774.1118609736409        4.340376628263593
0                  17               519.2262604351299        4.898117594243375
0                  18               596.9601552476352        5.3269648534410114
0                  19               421.88563910474124        7.0173331734819895
0                  20               167.0515276248882        7.769853283083966
0                  21               648.042789316054        6.875602931796886
0                  22               679.6654298289259        6.5933396076817825
0                  23               438.67524693903374        6.328048214515696
0                  24               890.4631935981411        1.2951488730325194
0                  25               331.84514881018526        4.905920232744809
0                  26               556.8637775952169        4.430284566874196
0                  27               521.9224224961249        7.451250503051858
0                  28               779.9168821537686        4.6707013107711335
0                  29               770.4038154850427        8.606346114856763
0                  30               573.2421138545375        4.9511375048598945
0                  31               606.724377940326        4.153554937515889
0                  32               416.8321378554831        7.667404721531437
0                  33               252.88052976641097        5.759412781247063
0                  34               497.8131776010771        5.924032744425531
0                  35               573.452345365597        7.136304344897816
0                  36               734.5436021091581        5.197977757534674
0                  37               730.3569773176616        4.4789713673960225
0                  38               491.9009773888072        6.704912535600056
0                  39               504.6545874136997        4.9867542550441915
0                  40               392.71705523993614        4.791266736701427
0                  41               336.99730942315375        4.46161465276173
0                  42               294.0594714062481        5.429993104421996
0                  43               842.6163092847685        4.570629867625998
0                  44               473.55217273725196        6.804289011290873
0                  45               484.28885475832203        5.279675720851046
0                  46               362.0806959925111        5.992137644601945
0                  47               666.6235533747865        3.4554347506856438
0                  48               307.9153228663073        6.711751454579206
0                  49               518.0889579679047        6.4909960436529905
