Dimension                      Median
n = 40, m = 40                 15
Facility           Client          Transportation Cost      Preference
0                  0               814.6078518951497        6.1461567024184625
0                  1               610.0235812550835        5.275162612400291
0                  2               696.8106976158608        3.9909447131194127
0                  3               886.1339798802187        4.267675261595301
0                  4               830.1336985224951        3.1776185157264365
0                  5               403.40831801853835        6.297961958510787
0                  6               692.5132626288384        7.390853267563224
0                  7               527.2964187553454        5.349409744897951
0                  8               534.5171722309664        4.899476777479865
0                  9               611.5897752907558        3.2915156073002656
0                  10               571.6065356741317        6.869802886378267
0                  11               768.1410260444462        8.81695649985924
0                  12               664.155658772049        2.8038162934496538
0                  13               568.2512524739243        3.90485059276809
0                  14               616.5794849118139        4.480610436183784
0                  15               600.05114910614        4.6535231354762665
0                  16               774.1118609736409        5.841018925215222
0                  17               519.2262604351299        7.921374320920341
0                  18               596.9601552476352        7.0128959302901555
0                  19               421.88563910474124        6.291396074161474
0                  20               167.0515276248882        4.414106943912097
0                  21               648.042789316054        3.8205576494793183
0                  22               679.6654298289259        4.304837040540549
0                  23               438.67524693903374        7.822100202068108
0                  24               890.4631935981411        5.407385047813149
0                  25               331.84514881018526        4.829745619506069
0                  26               556.8637775952169        5.224366404625012
0                  27               521.9224224961249        6.736927329457702
0                  28               779.9168821537686        3.5307254881753125
0                  29               770.4038154850427        7.622311203883633
0                  30               573.2421138545375        5.734714385419449
0                  31               606.724377940326        5.175484032556411
0                  32               416.8321378554831        6.164269170620108
0                  33               252.88052976641097        5.827595609694906
0                  34               497.8131776010771        4.983705315298928
0                  35               573.452345365597        5.12093399193759
0                  36               734.5436021091581        4.196706179701072
0                  37               730.3569773176616        6.484586126288954
0                  38               491.9009773888072        4.702009285883257
0                  39               504.6545874136997        4.065612366351576
1                  0               392.71705523993614        5.748795283980306
1                  1               336.99730942315375        7.49371192411833
1                  2               294.0594714062481        5.4274830643302705
1                  3               842.6163092847685        4.587848114572465
1                  4               473.55217273725196        6.105844031253961
1                  5               484.28885475832203        8.405068693603829
1                  6               362.0806959925111        3.322141705852379
1                  7               666.6235533747865        6.0733041816779405
1                  8               307.9153228663073        5.80762993784778
1                  9               518.0889579679047        7.242300705338676
1                  10               415.68001582094865        6.986363760527268
1                  11               608.0353746788893        5.219936332285331
1                  12               473.3792293646691        2.9732241168626756
1                  13               372.9051723816382        6.70984565184439
1                  14               545.7726657492018        4.247210964712775
1                  15               614.2497805795626        4.079889383564216
1                  16               559.9775833574752        7.222525871036689
1                  17               595.3707846609672        4.133724433542021
1                  18               454.85168594785546        7.604267110150365
1                  19               495.5888251019293        6.003767082107969
1                  20               449.13093283360735        5.978677600129424
1                  21               496.0670257689188        5.960897170758386
1                  22               428.0280576933319        3.042364561387312
1                  23               291.0576096502485        2.8354170754801364
1                  24               576.6139213380629        5.823329580683027
1                  25               489.7328595687607        6.35201103883963
1                  26               305.4702479550933        5.623916548234302
1                  27               619.4173383288661        4.267698224470709
1                  28               413.9052453425137        5.528383155823292
1                  29               557.7918093694209        5.376948770281774
1                  30               659.3635843266305        4.064262852586884
1                  31               569.3474366136116        7.020958231168242
1                  32               720.9101026814951        2.9045859076748712
1                  33               364.7761269469521        6.38311361021126
1                  34               610.3512461766323        6.076485107816868
1                  35               447.27848635895305        7.014567782217572
1                  36               419.3804276227178        3.992032191476712
1                  37               463.1725502853377        5.652110720002317
1                  38               503.2671201808941        8.756747423977249
1                  39               558.4248013344618        6.49311143349956
2                  0               375.22752388249654        5.6508718130934446
2                  1               685.1239730431281        6.308741911171294
2                  2               619.849365959569        5.62926526357018
2                  3               319.56344705841644        8.786347019859761
2                  4               773.23782906934        6.97545429368377
2                  5               834.3833764045875        5.371577568654255
2                  6               726.8169356739476        5.878497147076782
2                  7               523.0112746281474        4.91380300587848
2                  8               389.3871067734186        7.314775189615458
2                  9               708.1677590396705        3.3908428429134836
2                  10               489.52345795402306        3.0928922052085195
2                  11               733.3667605573642        7.68807212451399
2                  12               581.241246711529        8.729679688855875
2                  13               696.495855472557        6.202457361534387
2                  14               603.4549595761603        5.669106911853606
2                  15               655.9859752287922        6.485901535457166
2                  16               551.575003108123        4.529419710425861
2                  17               817.8805740858752        5.756865317728319
2                  18               569.036813905543        5.558363058784322
2                  19               610.2984045167052        6.439846376118041
2                  20               832.4726045584382        3.1630022077249054
2                  21               347.836140828633        4.739447845351994
2                  22               359.42725022713995        6.767493404501256
2                  23               695.4095062237017        4.486609258554905
2                  24               374.031489232876        4.0099579368652964
2                  25               841.543177847394        8.563108224740432
2                  26               487.9571528860379        5.5571770002691006
2                  27               437.8817782838863        4.6316227900851885
2                  28               838.4413039720578        2.9614443437888376
2                  29               772.0772187151637        6.594019519420639
2                  30               830.1338440639854        6.548704230578041
2                  31               685.9066987413078        5.051860599145096
2                  32               420.8161472417946        3.846654713639364
2                  33               836.509742964855        5.4631758645364314
2                  34               509.79949435729293        4.246215898777568
2                  35               670.3684593694593        4.086859616690326
2                  36               692.0877951660622        5.345180872807439
2                  37               526.7484860363749        3.922914402009903
2                  38               642.1119055519121        5.86997343287867
2                  39               688.331000734979        6.411988764109596
3                  0               606.4638296733444        4.240551329240213
3                  1               385.0898814123708        3.447632356992414
3                  2               594.7357261309083        7.841919398433711
3                  3               748.9578845030545        4.089594646064192
3                  4               445.81482104029516        4.510085942346493
3                  5               527.5548189508494        5.819525751144831
3                  6               484.7269672417544        6.399054058783445
3                  7               827.3895592719012        5.115524659465536
3                  8               650.8442135518653        6.1911914915518835
3                  9               611.1192754361666        4.898520763155398
3                  10               434.5125888332025        4.043244002763414
3                  11               630.8873786937726        7.639475291180541
3                  12               448.8501009013936        9.232662421496691
3                  13               554.7745837411527        8.043954299521253
3                  14               454.62308824316784        5.712709958730182
3                  15               651.464994241975        8.250153042723518
3                  16               636.4886224922411        6.033555273585977
3                  17               518.7551866633007        4.784070594395156
3                  18               609.4010068992468        6.199569361572968
3                  19               386.04077369042415        5.358411240383223
3                  20               326.31136109415917        4.0253227243814385
3                  21               615.9087551896805        4.152517042851976
3                  22               575.0010243058794        6.703077608110774
3                  23               645.2547155338159        2.7302020275029903
3                  24               907.4717162295913        6.406205110664026
3                  25               691.6719230485621        3.0556245958773425
3                  26               413.07666618337623        2.318235332646346
3                  27               717.552443214378        2.7417300943622522
3                  28               352.6138884232718        8.450145957902109
3                  29               480.76230927779363        5.205649052584687
3                  30               539.7637592013053        5.629874770248128
3                  31               807.0014082474049        7.628882568866427
3                  32               438.286776692734        6.901269622749587
3                  33               426.03421920114783        3.4127420958936705
3                  34               535.2321213361852        6.803509514228142
3                  35               450.4782570456839        5.776271897055319
3                  36               718.995388315976        4.9874828536061795
3                  37               388.01027374548653        5.536436371206671
3                  38               377.87970213833466        7.4197180309420325
3                  39               484.3269932883349        4.171050276938571
4                  0               475.29513239615426        6.101328518656182
4                  1               839.4298080725479        5.4855141452006375
4                  2               692.4131210388641        2.8042530769065723
4                  3               563.1326862077786        4.296620242403784
4                  4               366.1846721754748        5.789820329850545
4                  5               676.6544464602321        7.446013133639336
4                  6               399.9676978915653        7.001996526020094
4                  7               318.2843354833583        6.395818756605138
4                  8               728.2044688528453        4.277086508295312
4                  9               597.5413917887274        8.201820986212802
4                  10               688.1288235671228        5.822860701459417
4                  11               597.8091479414531        3.9904517174821743
4                  12               678.5245917854037        5.225642528714573
4                  13               452.34616100497794        6.844372638034239
4                  14               394.86357373233034        5.511426247477237
4                  15               652.239177742244        6.830297029874141
4                  16               429.48855037392383        7.155540936193225
4                  17               446.5675333374699        6.10079602689806
4                  18               481.6701244723985        4.213446065429659
4                  19               552.6218738537585        5.703181994784971
4                  20               496.90091331197743        5.567748783908247
4                  21               343.7573059872972        8.289019500777442
4                  22               453.4572395750664        3.060517093259755
4                  23               216.48952716633602        5.297766323358469
4                  24               643.7847176540781        4.623859679807621
4                  25               309.69135165898786        6.002658430293998
4                  26               384.3424990857324        1.843653461200966
4                  27               557.8247618891462        7.17238683923542
4                  28               439.065550541303        5.520622731003301
4                  29               781.4521893110103        2.7329482545579307
4                  30               356.0714635414827        4.958330297890201
4                  31               590.0576304023774        6.413443512481786
4                  32               544.1075772658756        3.112828186812953
4                  33               374.7859753388204        5.504833324664734
4                  34               628.4914990797631        3.9137895282977047
4                  35               524.2680503166628        4.666022452181549
4                  36               665.7685826820501        5.540107574011955
4                  37               673.5256230945597        5.775175380372365
4                  38               874.4853923921034        4.793886252725909
4                  39               750.4791924154588        5.909194584295396
5                  0               494.62272430863345        6.726966410882209
5                  1               514.0931233636111        5.08162858734514
5                  2               714.948939383067        7.647351636173936
5                  3               648.2895596083897        7.693321256170629
5                  4               646.0197289146388        4.8569469016212565
5                  5               307.45659335337484        4.543239165289624
5                  6               546.3510813401597        3.0037405222507396
5                  7               439.2953636191467        5.3101460025409155
5                  8               591.9886898564857        4.954843329825923
5                  9               535.2774415535563        6.668576830199488
5                  10               686.5268362138888        3.235507590897552
5                  11               597.5827322786953        5.083912912385335
5                  12               667.9491943163464        6.953116589666718
5                  13               480.03713548960854        4.40446435666306
5                  14               408.33306161226244        4.3564576949085865
5                  15               488.49254601961775        3.329589497866287
5                  16               547.446937920784        9.430860769027358
5                  17               606.8727603332622        4.378790232901931
5                  18               888.8963426036278        3.549479751672491
5                  19               543.6614272509036        4.29422439395272
5                  20               406.60824992608343        4.338557379269793
5                  21               498.10273364509203        5.095915332323139
5                  22               480.46060380308586        6.738058348131272
5                  23               622.2222210660193        5.05251524650625
5                  24               318.8804478333063        4.115765027504758
5                  25               559.4892991300497        3.3229922527134623
5                  26               573.4759806948064        5.5327860373298074
5                  27               584.8271554300413        5.563808611044686
5                  28               460.4025896551956        7.796398526543237
5                  29               514.311740539599        5.638671603204713
5                  30               336.3908636526203        5.351487533073884
5                  31               476.0020174956709        3.9240192451187657
5                  32               468.57077859749234        5.041071137352412
5                  33               612.4075069392138        4.8422883129480905
5                  34               376.5726352267131        4.944753753229446
5                  35               667.179715256499        4.061116911039118
5                  36               774.1726816737053        6.307494404914265
5                  37               239.5022462479701        5.286331873735946
5                  38               613.9388096167152        5.199469779992519
5                  39               651.5362052545369        2.928930825926505
6                  0               454.38444616716566        6.240466131287295
6                  1               490.40922785068034        6.230522988970569
6                  2               530.0679133619567        4.241305895736679
6                  3               505.33136808974075        6.98518207581879
6                  4               503.6480546429317        3.4528626548763515
6                  5               298.5994290505035        5.46719513681638
6                  6               722.849734717468        5.093188990164754
6                  7               711.9427888055232        3.5242378167913087
6                  8               427.9953611193696        5.784553918119993
6                  9               330.0363508296229        8.053855228362687
6                  10               628.1597314679138        5.601451345100379
6                  11               463.6318045280401        4.805467368836424
6                  12               571.2929744981169        6.170536235328518
6                  13               502.10073742823573        5.658579993200733
6                  14               653.730812660528        5.541643197438252
6                  15               654.2123715484009        4.861686680842828
