Dimension                      Median
n = 50, m = 50                 15
Facility           Client          Transportation Cost      Preference
0                  0               606.8204095453095        5.299242612655153
0                  1               872.6068099605367        3.882129146353356
0                  2               456.94153536684075        5.069180601377691
0                  3               441.9729157337289        3.8659335019427425
0                  4               866.4640411428074        5.999693056813785
0                  5               534.9285035097062        3.75315111750896
0                  6               563.3662299590088        3.883311284901277
0                  7               515.6535920535653        4.466485387755195
0                  8               623.803608000659        5.500879876167474
0                  9               414.7085469904863        6.98896857304866
0                  10               713.7935018587134        2.234838783380242
0                  11               701.62872347956        4.648100120940248
0                  12               812.1462896022248        5.0292985871137335
0                  13               453.7080803082309        5.641676896754976
0                  14               520.1676330642584        8.048044090974237
0                  15               635.4449477969099        5.944221888624176
0                  16               539.2795598867742        4.704633441623159
0                  17               792.0866414371134        5.776432015286156
0                  18               636.9952909066731        6.022661066484465
0                  19               579.01965509333        6.520336396454651
0                  20               499.3455341667122        5.569508286359365
0                  21               505.81809113986236        6.1468473426480035
0                  22               407.6120152271704        5.375802246590241
0                  23               592.3045335904095        5.559613650036236
0                  24               787.7710455820246        3.865402474275665
0                  25               522.4107424048815        2.2250151801820532
0                  26               471.276475663069        7.5462975752049735
0                  27               598.3843840897143        3.6592549660560136
0                  28               657.443762895458        3.059924852511286
0                  29               661.9274936141553        5.968689184398118
0                  30               588.3363057802679        4.072067874361585
0                  31               586.1140753280008        4.735253558106031
0                  32               523.200218352454        5.073876698401585
0                  33               495.07299596388964        4.139883647455497
0                  34               467.30505909123974        6.670485227760377
0                  35               529.8164649388609        3.648606012010542
0                  36               296.4587687440779        6.056926090898175
0                  37               796.505424496271        6.44406176534976
0                  38               843.5404147582869        3.397598061047949
0                  39               559.5155184170177        6.161658777020399
0                  40               574.1548953399697        6.499085735304323
0                  41               637.2414732060453        7.583561614232045
0                  42               725.5955350903519        8.582912500230574
0                  43               527.69145548992        7.986830299071654
0                  44               704.1779082096166        5.236508168769685
0                  45               331.96484265803025        5.6028591829452665
0                  46               737.7809751118285        5.5153691288292865
0                  47               566.1079796931825        5.650331092736025
0                  48               614.2382342363842        2.702434918461523
0                  49               580.4485729739491        3.6676698541093167
1                  0               798.9616299425659        6.251412425177236
1                  1               544.1652216996014        3.5689758226229378
1                  2               740.1831411641356        3.7729623834398027
1                  3               803.2876501793851        6.124313988111533
1                  4               729.8541230418888        3.325314144932863
1                  5               560.5730064575208        7.152398183040857
1                  6               384.0478048515888        5.666011348539604
1                  7               554.8451036273314        5.828701305832661
1                  8               566.1643172722678        6.9037967232542785
1                  9               420.1454185463141        5.351692446210936
1                  10               849.0630631436817        4.5000800942716745
1                  11               554.6694666216814        3.0074830728401447
1                  12               480.38110314524755        4.504880412116979
1                  13               621.9342143581598        8.13469448927196
1                  14               483.65851215435856        6.610332469583014
1                  15               302.74631958156294        6.5525967623735255
1                  16               608.5826129865441        6.622258399340079
1                  17               451.1225366796923        6.259773915055889
1                  18               654.8686581798684        5.921698706852248
1                  19               239.75455742536235        5.271340016923105
1                  20               521.6100167284226        7.248370103640463
1                  21               436.15639388574914        5.875405294915908
1                  22               383.0835554968603        7.8544459272908345
1                  23               455.09592362841795        8.301885998112297
1                  24               470.0759109242492        4.974699937637306
1                  25               690.2787512285556        5.33359140397913
1                  26               795.114130646647        2.7367931097377767
1                  27               355.9886629738688        5.919202550718998
1                  28               731.7839509868481        5.389301562764716
1                  29               626.5056541386972        6.253950481225145
1                  30               500.55913338570963        5.4020325519117725
1                  31               878.1980855425547        1.7756242139147727
1                  32               692.3647376991931        6.064284805414731
1                  33               280.11223159158203        5.946439040182698
1                  34               388.3133775691531        4.786477159540758
1                  35               553.8065686855524        4.73812346211404
1                  36               552.6780310144846        3.660900607473269
1                  37               467.2806222067899        5.735454934382348
1                  38               639.4899840580385        7.099555420434167
1                  39               619.8038227293466        5.77945637969407
1                  40               613.9112122984243        6.397519417848376
1                  41               359.17909145734944        5.408612636735535
1                  42               637.6158990243579        8.620662907253045
1                  43               459.55564724485384        5.177745199084502
1                  44               578.0521934463832        6.319943526963354
1                  45               522.1613040270046        2.80349648401959
1                  46               587.7444907603616        4.042493780453329
1                  47               583.198906510392        6.178561577768368
1                  48               561.9771972751963        3.2703867953165835
1                  49               560.4814186796411        6.762036071348282
2                  0               579.3339875764228        8.710226329271993
2                  1               217.51621031799823        3.295205793882832
2                  2               651.0071288813376        6.390779992391983
2                  3               322.20213654198216        5.176400936408673
2                  4               596.0212284774092        5.211844628314125
2                  5               429.13636033759025        5.11165347125395
2                  6               637.0761376792077        3.3512536979549528
2                  7               661.1853249521916        8.14377548252994
2                  8               499.4315865825595        5.58391149203433
2                  9               595.9890804568215        4.482823026169751
2                  10               674.3139347499609        6.50884065928363
2                  11               592.5754639147619        6.213631432032151
2                  12               351.86863312994547        8.116240651064219
2                  13               450.0287472957155        6.69000826766673
2                  14               266.06216571689976        7.476957013767331
2                  15               360.43306242230574        6.282285625871841
2                  16               612.0137062322392        6.0740011465543695
2                  17               396.96588670090114        5.145244472033422
2                  18               294.48893004961303        4.222292306506233
2                  19               743.7847687041376        5.2105739169664
2                  20               634.5774649087228        6.993667848292214
2                  21               619.8994459625176        5.725209452174854
2                  22               657.2908840414917        7.843553352985495
2                  23               542.968085169293        5.045091561426191
2                  24               682.1294490729402        7.432205708491535
2                  25               570.6621774557635        4.913906941892751
2                  26               633.263971550449        6.377897945046549
2                  27               502.46272025673863        5.594491362171085
2                  28               697.6288994822821        4.590999426526817
2                  29               600.6282913834384        8.086768858592137
2                  30               699.6384228314068        5.764031595382734
2                  31               411.7526585651753        4.6621055856664375
2                  32               579.4309817517487        9.800993114931348
2                  33               436.9249196324124        5.346384241834517
2                  34               470.20968007377525        3.021772054649698
2                  35               476.8830714933437        5.214746474120962
2                  36               130.51624493975294        4.071912274642947
2                  37               748.6072397263583        5.612259784920252
2                  38               499.28131614649794        2.6604210018560384
2                  39               506.3817047928185        4.638623587075292
2                  40               576.4475771590534        4.451149205146537
2                  41               541.3115879027384        4.879110396654836
2                  42               491.9967010908459        4.653185003531245
2                  43               343.3935919952223        6.912241338822718
2                  44               438.86670847046025        5.859243701959945
2                  45               539.803157141563        5.497162488424604
2                  46               620.0909219987905        5.319456905218678
2                  47               564.8450764783504        6.620506729120612
2                  48               657.3957979821362        6.693801025513995
