Dimension                      Median
n = 80, m = 80                 15
Facility           Client          Transportation Cost      Preference
0                  0               814.6078518951497        5.355544493261206
0                  1               610.0235812550835        2.2084203393286894
0                  2               696.8106976158608        6.541414254885217
0                  3               886.1339798802187        5.543682098706843
0                  4               830.1336985224951        9.179553174380349
0                  5               403.40831801853835        6.578189769152773
0                  6               692.5132626288384        5.820086933072215
0                  7               527.2964187553454        3.8688157150358506
0                  8               534.5171722309664        4.1689871980881765
0                  9               611.5897752907558        4.089542815432263
0                  10               571.6065356741317        8.383178087272903
0                  11               768.1410260444462        4.259954203765304
0                  12               664.155658772049        3.21645422158683
0                  13               568.2512524739243        6.883036178663282
0                  14               616.5794849118139        6.809444435342762
0                  15               600.05114910614        5.349175103404051
0                  16               774.1118609736409        6.9106830382705775
0                  17               519.2262604351299        5.9124072344177385
0                  18               596.9601552476352        3.5897169049768243
0                  19               421.88563910474124        8.660495013741519
0                  20               167.0515276248882        2.1775641850655454
0                  21               648.042789316054        4.9865679148876785
0                  22               679.6654298289259        7.700245681939524
0                  23               438.67524693903374        8.455436339126656
0                  24               890.4631935981411        4.112361209447064
0                  25               331.84514881018526        5.490892877516081
0                  26               556.8637775952169        4.0175622324960285
0                  27               521.9224224961249        7.73315538932245
0                  28               779.9168821537686        5.920616342147603
0                  29               770.4038154850427        4.976633705267867
0                  30               573.2421138545375        6.331378851649107
0                  31               606.724377940326        3.186638145914838
0                  32               416.8321378554831        3.613704172808953
0                  33               252.88052976641097        5.907253549152095
0                  34               497.8131776010771        7.435342774751813
0                  35               573.452345365597        5.130189045557972
0                  36               734.5436021091581        6.013718786918533
0                  37               730.3569773176616        3.954350756750727
0                  38               491.9009773888072        8.147413327448856
0                  39               504.6545874136997        6.771339286892493
0                  40               392.71705523993614        7.5020181935030195
0                  41               336.99730942315375        8.012099887025265
0                  42               294.0594714062481        5.144678524048551
0                  43               842.6163092847685        4.966447809802559
0                  44               473.55217273725196        2.451255042325062
0                  45               484.28885475832203        4.835747568647525
0                  46               362.0806959925111        6.507165808197476
0                  47               666.6235533747865        7.12654192092219
0                  48               307.9153228663073        5.914702789618449
0                  49               518.0889579679047        5.326677840554706
0                  50               415.68001582094865        6.982559633174615
0                  51               608.0353746788893        6.116940983080885
0                  52               473.3792293646691        4.559489892353967
0                  53               372.9051723816382        5.280915614862922
0                  54               545.7726657492018        5.909396181172384
0                  55               614.2497805795626        3.8515848102715795
0                  56               559.9775833574752        1.3641042496057576
0                  57               595.3707846609672        6.634203758432695
0                  58               454.85168594785546        4.025847515086015
0                  59               495.5888251019293        6.866273388681036
0                  60               449.13093283360735        6.490620296042113
0                  61               496.0670257689188        5.306601335127581
0                  62               428.0280576933319        8.242018555744147
0                  63               291.0576096502485        6.513941461353015
0                  64               576.6139213380629        4.9720667102423075
0                  65               489.7328595687607        7.932289223087884
0                  66               305.4702479550933        3.867601322205572
0                  67               619.4173383288661        1.7092953949913765
0                  68               413.9052453425137        4.964300422663273
0                  69               557.7918093694209        6.921964845527005
0                  70               659.3635843266305        6.155323043258208
0                  71               569.3474366136116        5.092407214434967
0                  72               720.9101026814951        6.549049570104809
0                  73               364.7761269469521        4.332966771037487
0                  74               610.3512461766323        3.7204469080164473
0                  75               447.27848635895305        4.662444269428368
0                  76               419.3804276227178        4.396035111701882
0                  77               463.1725502853377        3.962214799548615
0                  78               503.2671201808941        5.254164367757404
0                  79               558.4248013344618        7.376568290882318
1                  0               375.22752388249654        5.02411858052478
1                  1               685.1239730431281        4.118588023966898
1                  2               619.849365959569        4.693264340637485
1                  3               319.56344705841644        5.163464447607007
1                  4               773.23782906934        6.336015226192086
1                  5               834.3833764045875        6.66825591478243
1                  6               726.8169356739476        8.149848411264092
1                  7               523.0112746281474        4.652782320717091
1                  8               389.3871067734186        6.2610353307221835
1                  9               708.1677590396705        5.218362332494833
1                  10               489.52345795402306        3.9953646328859502
1                  11               733.3667605573642        5.503025223618554
1                  12               581.241246711529        2.18640434817338
1                  13               696.495855472557        4.912043315561586
1                  14               603.4549595761603        5.366059768284894
1                  15               655.9859752287922        5.084788683756242
1                  16               551.575003108123        4.392561710954564
1                  17               817.8805740858752        6.217253034393877
1                  18               569.036813905543        4.7093153845003
1                  19               610.2984045167052        4.215225531893612
1                  20               832.4726045584382        5.482767064041299
1                  21               347.836140828633        4.988547863771118
1                  22               359.42725022713995        6.883055426625603
1                  23               695.4095062237017        6.182235886522358
1                  24               374.031489232876        7.1657655637388125
1                  25               841.543177847394        4.218931164292265
1                  26               487.9571528860379        4.698642871809817
1                  27               437.8817782838863        5.261914618791935
1                  28               838.4413039720578        6.067986462661912
1                  29               772.0772187151637        7.933845776854632
1                  30               830.1338440639854        1.891732185670553
1                  31               685.9066987413078        4.049909273275352
1                  32               420.8161472417946        6.558656167568067
1                  33               836.509742964855        5.825315704587388
1                  34               509.79949435729293        2.719139964906997
1                  35               670.3684593694593        3.531866237704565
1                  36               692.0877951660622        3.75201934738769
1                  37               526.7484860363749        4.693831740825522
1                  38               642.1119055519121        4.757283360241775
1                  39               688.331000734979        6.4159139086513814
1                  40               606.4638296733444        7.697604887108515
1                  41               385.0898814123708        5.925018029656836
1                  42               594.7357261309083        5.505115037736747
1                  43               748.9578845030545        4.809759245399059
1                  44               445.81482104029516        4.438381904383185
1                  45               527.5548189508494        5.257016278434727
1                  46               484.7269672417544        4.943389799895417
1                  47               827.3895592719012        7.328660599670526
1                  48               650.8442135518653        7.720962781724239
1                  49               611.1192754361666        3.8696938355111805
1                  50               434.5125888332025        2.402693984391507
1                  51               630.8873786937726        4.131358638631197
1                  52               448.8501009013936        2.5160703620305025
1                  53               554.7745837411527        6.842719484892055
1                  54               454.62308824316784        6.716449236552819
1                  55               651.464994241975        6.694556563430152
1                  56               636.4886224922411        6.643955952125967
1                  57               518.7551866633007        6.5048542686187
1                  58               609.4010068992468        7.464991264596405
1                  59               386.04077369042415        5.766891029486887
1                  60               326.31136109415917        6.097015491772608
1                  61               615.9087551896805        5.166455502923893
1                  62               575.0010243058794        6.613043933353468
1                  63               645.2547155338159        1.891358986122139
1                  64               907.4717162295913        6.613809781417671
1                  65               691.6719230485621        6.660971752508683
1                  66               413.07666618337623        8.21051525523188
1                  67               717.552443214378        3.423000808021806
1                  68               352.6138884232718        5.782002192951039
1                  69               480.76230927779363        5.213572985988699
1                  70               539.7637592013053        3.223894314052357
1                  71               807.0014082474049        7.366505650177006
1                  72               438.286776692734        6.163723302118907
1                  73               426.03421920114783        6.622722762787604
1                  74               535.2321213361852        2.7460639333090375
1                  75               450.4782570456839        3.855769565963313
1                  76               718.995388315976        4.719826031745509
1                  77               388.01027374548653        4.783941930747861
1                  78               377.87970213833466        2.3179158433921314
1                  79               484.3269932883349        4.312669697131141
2                  0               475.29513239615426        5.246842978484275
2                  1               839.4298080725479        4.915132124257751
2                  2               692.4131210388641        5.934396841513438
2                  3               563.1326862077786        4.973317708359382
2                  4               366.1846721754748        3.476828018949286
2                  5               676.6544464602321        5.3604640803901935
2                  6               399.9676978915653        6.054485811200692
2                  7               318.2843354833583        4.910821523321628
2                  8               728.2044688528453        5.7268833744152845
2                  9               597.5413917887274        9.917476471497295
2                  10               688.1288235671228        7.943226885922467
2                  11               597.8091479414531        4.980372143154798
2                  12               678.5245917854037        3.971850828413052
2                  13               452.34616100497794        5.701993035016905
2                  14               394.86357373233034        5.288941674178716
2                  15               652.239177742244        5.108534536362322
2                  16               429.48855037392383        6.725573147146729
2                  17               446.5675333374699        5.610630778403094
2                  18               481.6701244723985        6.397319511135011
2                  19               552.6218738537585        5.724490449620359
2                  20               496.90091331197743        9.580127814352203
2                  21               343.7573059872972        3.0793241530832285
2                  22               453.4572395750664        7.784508228738419
2                  23               216.48952716633602        1.9224756548148978
2                  24               643.7847176540781        6.875066364478432
2                  25               309.69135165898786        3.8729520277151073
2                  26               384.3424990857324        5.775314268167796
2                  27               557.8247618891462        8.27319923518337
2                  28               439.065550541303        6.098420680113462
2                  29               781.4521893110103        6.837944974977305
2                  30               356.0714635414827        7.347251016833743
2                  31               590.0576304023774        5.464878801582333
2                  32               544.1075772658756        4.377696471826983
2                  33               374.7859753388204        5.723192901607794
2                  34               628.4914990797631        6.157222234980289
2                  35               524.2680503166628        6.075481296528874
2                  36               665.7685826820501        7.8237033458863054
2                  37               673.5256230945597        4.410124730642726
2                  38               874.4853923921034        6.962793795520507
2                  39               750.4791924154588        3.5728187419174793
2                  40               494.62272430863345        8.656278099342472
2                  41               514.0931233636111        5.840885596335461
2                  42               714.948939383067        3.8062505506154984
2                  43               648.2895596083897        5.0780020498089105
2                  44               646.0197289146388        4.390874949605119
2                  45               307.45659335337484        1.6235183409056249
2                  46               546.3510813401597        3.7350285500988654
2                  47               439.2953636191467        6.956802159251202
2                  48               591.9886898564857        3.6399666237217407
2                  49               535.2774415535563        6.517856760947237
2                  50               686.5268362138888        6.670902504997259
2                  51               597.5827322786953        6.896515243021495
2                  52               667.9491943163464        5.846204263777759
2                  53               480.03713548960854        4.071719786532338
2                  54               408.33306161226244        3.914593133300554
2                  55               488.49254601961775        5.5151567237816215
2                  56               547.446937920784        7.436216647286045
2                  57               606.8727603332622        6.7651527531816065
2                  58               888.8963426036278        3.9528806932477276
2                  59               543.6614272509036        3.4274200814493074
2                  60               406.60824992608343        5.414392310623817
2                  61               498.10273364509203        6.114704122707083
2                  62               480.46060380308586        6.584278569905965
2                  63               622.2222210660193        5.257087564588121
2                  64               318.8804478333063        5.330806768585489
2                  65               559.4892991300497        3.459193447265033
2                  66               573.4759806948064        8.043976843862087
2                  67               584.8271554300413        5.347127156531043
2                  68               460.4025896551956        7.128618531217808
2                  69               514.311740539599        5.210406488872958
2                  70               336.3908636526203        6.269553784788133
2                  71               476.0020174956709        5.804000183130135
2                  72               468.57077859749234        6.6727902341217815
2                  73               612.4075069392138        4.606603760106164
2                  74               376.5726352267131        5.790860883342519
2                  75               667.179715256499        5.130822884025961
2                  76               774.1726816737053        5.057063335696737
2                  77               239.5022462479701        7.153738222920575
2                  78               613.9388096167152        6.162866112285297
2                  79               651.5362052545369        3.732224943755101
3                  0               454.38444616716566        5.298944374740622
3                  1               490.40922785068034        4.936222369830466
3                  2               530.0679133619567        5.674833236395052
3                  3               505.33136808974075        3.7945249147559785
3                  4               503.6480546429317        6.9584425977905155
3                  5               298.5994290505035        5.754926315114779
3                  6               722.849734717468        3.775356781321303
3                  7               711.9427888055232        4.663352893533915
3                  8               427.9953611193696        9.148833692869337
3                  9               330.0363508296229        8.545095237937609
3                  10               628.1597314679138        5.975827067523734
3                  11               463.6318045280401        7.0630824453713
3                  12               571.2929744981169        7.595504064791816
3                  13               502.10073742823573        3.4209523961470194
3                  14               653.730812660528        6.513473994015273
3                  15               654.2123715484009        5.186796624413642
3                  16               441.1603932304624        5.562418492544734
3                  17               342.4954066907417        4.952811134221137
3                  18               312.55924039973775        3.426006624674844
3                  19               641.5569068660808        5.549071307189974
3                  20               371.67111133239564        2.9049326464300607
3                  21               473.97754685519686        4.581945195299747
3                  22               460.5528942324238        7.248800630961542
3                  23               542.114905559568        6.677317330494946
3                  24               259.55802912302397        4.699923478589248
3                  25               578.3167895190743        7.555288918825887
3                  26               628.5836535751308        4.590401200547609
3                  27               563.2633130566992        4.13698946922306
3                  28               503.3670742452292        8.927327995406108
3                  29               564.6100249403175        6.532458738893955
3                  30               609.8569518460196        6.493595101056604
3                  31               134.11108653600246        6.833344668573194
3                  32               843.3868462376041        6.316560782604057
3                  33               608.513998403189        4.410218917303359
3                  34               452.138712641947        4.469579808108165
3                  35               491.35699372185985        6.00386404525641
3                  36               624.0612666023783        6.2327430158596
3                  37               532.584409144845        6.882280964520839
3                  38               245.39732983277582        5.335549750030936
3                  39               859.6739292038978        8.27195062768472
3                  40               533.4189014151291        3.5122697233001476
3                  41               703.02590675737        8.395203963558908
3                  42               446.1925228323413        7.604935169425104
3                  43               780.4565581368697        5.9903643043090655
3                  44               592.951553333842        5.960368154417558
3                  45               641.3265751713176        5.132294865773956
3                  46               393.2119950779568        4.274528089001137
3                  47               731.6717934524052        4.825460035200054
