Dimension                      Median
n = 20, m = 20                 15
Facility           Client          Transportation Cost      Preference
0                  0               814.6078518951497        4.602019094615521
0                  1               610.0235812550835        3.8261545210594083
0                  2               696.8106976158608        6.649994772467629
0                  3               886.1339798802187        6.034439226208433
0                  4               830.1336985224951        2.847192323984454
0                  5               403.40831801853835        6.033222689115654
0                  6               692.5132626288384        6.7217797337317995
0                  7               527.2964187553454        5.588388383772445
0                  8               534.5171722309664        5.2224194934859876
0                  9               611.5897752907558        4.288527268575466
0                  10               571.6065356741317        3.3301979506549184
0                  11               768.1410260444462        6.700446924010041
0                  12               664.155658772049        5.036328332842436
0                  13               568.2512524739243        5.149800007684461
0                  14               616.5794849118139        8.0990817803787
0                  15               600.05114910614        6.526751660288785
0                  16               774.1118609736409        6.056237501921653
0                  17               519.2262604351299        5.713092707780853
0                  18               596.9601552476352        7.779992291148659
0                  19               421.88563910474124        8.079383961124291
1                  0               167.0515276248882        6.894257667219292
1                  1               648.042789316054        6.373336887096887
1                  2               679.6654298289259        2.3580953931907827
1                  3               438.67524693903374        5.68558287135026
1                  4               890.4631935981411        5.304839568709444
1                  5               331.84514881018526        5.640929844078353
1                  6               556.8637775952169        6.914569130983777
1                  7               521.9224224961249        1.3904842492156657
1                  8               779.9168821537686        4.646031919794723
1                  9               770.4038154850427        5.904856532411142
1                  10               573.2421138545375        4.799731680920856
1                  11               606.724377940326        3.374640830310611
1                  12               416.8321378554831        6.8034452303451936
1                  13               252.88052976641097        5.915307858769192
1                  14               497.8131776010771        4.043343144333273
1                  15               573.452345365597        5.972225806773736
1                  16               734.5436021091581        6.732378568074694
1                  17               730.3569773176616        5.507938969449041
1                  18               491.9009773888072        6.700847205146495
1                  19               504.6545874136997        5.617390262742492
2                  0               392.71705523993614        4.907156526018468
2                  1               336.99730942315375        3.7608692254001306
2                  2               294.0594714062481        5.371103849542581
2                  3               842.6163092847685        5.7914394070686575
2                  4               473.55217273725196        6.813749142380996
2                  5               484.28885475832203        5.32733879726916
2                  6               362.0806959925111        6.186123409331486
2                  7               666.6235533747865        4.0530819793994075
2                  8               307.9153228663073        4.326056266258712
2                  9               518.0889579679047        5.334416051459669
2                  10               415.68001582094865        3.9180573040224793
2                  11               608.0353746788893        6.730371755987022
2                  12               473.3792293646691        6.19469549397791
2                  13               372.9051723816382        5.91864364658868
2                  14               545.7726657492018        6.0083561878239164
2                  15               614.2497805795626        8.531565342227196
2                  16               559.9775833574752        4.796703718049806
2                  17               595.3707846609672        2.197838071749163
2                  18               454.85168594785546        5.798950295344698
2                  19               495.5888251019293        5.424094688557501
3                  0               449.13093283360735        4.7237214362343956
3                  1               496.0670257689188        4.031755210961846
3                  2               428.0280576933319        4.8412157172967785
3                  3               291.0576096502485        5.772007643826732
3                  4               576.6139213380629        4.745774949036193
3                  5               489.7328595687607        9.118680519315623
3                  6               305.4702479550933        4.059243427550278
3                  7               619.4173383288661        4.310323955938492
3                  8               413.9052453425137        2.0670699399782073
3                  9               557.7918093694209        5.877226622532305
3                  10               659.3635843266305        2.47539005830036
3                  11               569.3474366136116        4.6908180499382475
3                  12               720.9101026814951        5.086494198159165
3                  13               364.7761269469521        4.435408051229667
3                  14               610.3512461766323        8.108309016181767
3                  15               447.27848635895305        6.991591586973248
3                  16               419.3804276227178        7.478705314452363
3                  17               463.1725502853377        4.176371772175122
3                  18               503.2671201808941        7.192891096771852
3                  19               558.4248013344618        6.244001419515943
4                  0               375.22752388249654        6.657108923015269
4                  1               685.1239730431281        7.0441582431741505
4                  2               619.849365959569        4.13685513106142
4                  3               319.56344705841644        4.8635235685331475
4                  4               773.23782906934        6.7938940169926765
4                  5               834.3833764045875        1.5165713605376006
4                  6               726.8169356739476        7.769992123859808
4                  7               523.0112746281474        6.329698096311376
4                  8               389.3871067734186        5.431444059009648
4                  9               708.1677590396705        5.83076148363576
4                  10               489.52345795402306        3.955097075036535
4                  11               733.3667605573642        4.975084953116343
4                  12               581.241246711529        7.150426507330561
4                  13               696.495855472557        7.4470329584893316
4                  14               603.4549595761603        9.544336078845369
4                  15               655.9859752287922        5.3891130005793775
4                  16               551.575003108123        4.512170549792494
4                  17               817.8805740858752        4.7286490510900165
4                  18               569.036813905543        3.9729371870689527
4                  19               610.2984045167052        5.3832178660887235
5                  0               832.4726045584382        6.0740986450184025
5                  1               347.836140828633        5.448636579202069
5                  2               359.42725022713995        7.144520268498698
5                  3               695.4095062237017        5.1486762979831955
5                  4               374.031489232876        4.978824021252155
5                  5               841.543177847394        4.628097284709512
5                  6               487.9571528860379        3.0510482106482573
5                  7               437.8817782838863        3.148348413537319
5                  8               838.4413039720578        3.7312631040434683
5                  9               772.0772187151637        7.452142107497141
